CO_IES;SG_UF;NO_MUNICIPIO;NO_CINE_ROTULO;CO_CINE_ROTULO;CO_CINE_AREA_GERAL;NO_CINE_AREA_GERAL;CO_CINE_AREA_ESPECIFICA;NO_CINE_AREA_ESPECIFICA;CO_CINE_AREA_DETALHADA;NO_CINE_AREA_DETALHADA;QT_ING;QT_ING_FEM;QT_ING_MASC;QT_ING_0_17;QT_ING_18_24;QT_ING_25_29;QT_ING_35_39;QT_ING_40_49;QT_ING_50_59;QT_ING_60_MAIS;QT_ING_BRANCA;QT_ING_PRETA;QT_ING_PARDA;QT_ING_AMARELA;QT_ING_INDIGENA;QT_ING_NACESTRANG;QT_CONC;QT_CONC_FEM;QT_CONC_MASC;QT_CONC_0_17;QT_CONC_18_24;QT_CONC_25_29;QT_CONC_35_39;QT_CONC_40_49;QT_CONC_50_59;QT_CONC_60_MAIS;QT_CONC_BRANCA;QT_CONC_PRETA;QT_CONC_PARDA;QT_CONC_AMARELA;QT_CONC_INDIGENA;QT_CONC_NACESTRANG;ANO
55;SP;Ribeirão Preto;Contabilidade;"""0411C01""";04;Negócios, administração e direito;041;Negócios e administração;0411;Contabilidade e tributação;43;12;31;0;33;7;0;0;2;0;30;0;3;6;0;0;62;30;32;0;26;23;1;0;1;0;47;0;2;4;0;0;2014
55;SP;Ribeirão Preto;Biblioteconomia;"""0322B01""";03;Ciências sociais, comunicação e informação;032;Comunicação e informação;0322;Ciência da informação e museologia;45;24;21;0;25;9;3;3;1;0;31;2;2;7;0;0;34;24;10;0;17;15;1;0;0;0;23;2;6;0;0;0;2014
55;SP;Ribeirão Preto;Economia;"""0311E01""";03;Ciências sociais, comunicação e informação;031;Ciências sociais e comportamentais;0311;Economia;43;12;31;0;42;1;0;0;0;0;33;1;0;7;0;0;40;12;28;0;23;15;1;1;0;0;34;0;3;1;0;0;2014
55;SP;Ribeirão Preto;Direito;"""0421D01""";04;Negócios, administração e direito;042;Direito;0421;Direito;109;60;49;0;105;2;0;0;0;0;96;2;5;5;0;1;89;43;46;0;61;25;2;1;0;0;72;1;5;2;0;0;2014
55;SP;Ribeirão Preto;Contabilidade;"""0411C01""";04;Negócios, administração e direito;041;Negócios e administração;0411;Contabilidade e tributação;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;10;6;0;12;4;0;0;0;0;11;0;3;2;0;0;2014
55;SP;Ribeirão Preto;Contabilidade;"""0411C01""";04;Negócios, administração e direito;041;Negócios e administração;0411;Contabilidade e tributação;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;0;0;0;0;0;0;0;1;0;0;2014
55;SP;Ribeirão Preto;Contabilidade;"""0411C01""";04;Negócios, administração e direito;041;Negócios e administração;0411;Contabilidade e tributação;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2;3;0;3;2;0;0;0;0;5;0;0;0;0;0;2014
55;SP;Ribeirão Preto;Economia;"""0311E01""";03;Ciências sociais, comunicação e informação;031;Ciências sociais e comportamentais;0311;Economia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2;6;0;3;5;0;0;0;0;7;0;1;0;0;0;2014
55;SP;Ribeirão Preto;Economia;"""0311E01""";03;Ciências sociais, comunicação e informação;031;Ciências sociais e comportamentais;0311;Economia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;5;7;0;4;8;0;0;0;0;8;0;1;2;0;0;2014
55;SP;Ribeirão Preto;Economia;"""0311E01""";03;Ciências sociais, comunicação e informação;031;Ciências sociais e comportamentais;0311;Economia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;4;2;0;4;1;0;0;0;0;5;0;0;1;0;0;2014
55;SP;Ribeirão Preto;Artes formação de professor;"""0114A01""";01;Educação;011;Educação;0114;Formação de professores em áreas específicas (exceto Letras);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;6;5;0;5;4;0;0;1;0;7;0;2;0;0;0;2014
55;SP;Ribeirão Preto;Educação física;"""0915E01""";09;Saúde e bem-estar;091;Saúde;0915;Promoção, prevenção, terapia e reabilitação;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;7;23;0;24;5;0;0;0;0;25;0;4;0;0;0;2014
55;SP;Ribeirão Preto;Educação física;"""0915E01""";09;Saúde e bem-estar;091;Saúde;0915;Promoção, prevenção, terapia e reabilitação;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;7;4;0;5;5;0;0;0;0;8;0;1;0;0;0;2014
55;SP;Ribeirão Preto;Enfermagem;"""0913E01""";09;Saúde e bem-estar;091;Saúde;0913;Enfermagem;83;74;9;0;74;5;1;0;0;0;64;4;3;10;0;0;63;59;4;0;45;16;0;0;0;0;50;3;7;2;0;0;2014
55;SP;Ribeirão Preto;Enfermagem formação de professor;"""0114E05""";01;Educação;011;Educação;0114;Formação de professores em áreas específicas (exceto Letras);50;42;8;0;47;2;0;0;0;0;38;3;1;7;0;0;47;41;6;0;22;16;2;1;0;0;37;1;6;1;0;0;2014
55;SP;Ribeirão Preto;Enfermagem;"""0913E01""";09;Saúde e bem-estar;091;Saúde;0913;Enfermagem;49;41;8;0;47;2;0;0;0;0;38;3;1;7;0;0;47;41;6;0;22;16;2;1;0;0;37;1;6;1;0;0;2014
55;SP;Ribeirão Preto;Farmácia;"""0916F01""";09;Saúde e bem-estar;091;Saúde;0916;Farmácia;52;39;13;0;52;0;0;0;0;0;44;0;1;3;0;0;38;28;10;0;23;15;0;0;0;0;34;0;3;0;0;0;2014
55;SP;Ribeirão Preto;Farmácia;"""0916F01""";09;Saúde e bem-estar;091;Saúde;0916;Farmácia;31;23;8;0;28;2;0;0;0;0;26;2;1;2;0;0;24;22;2;0;8;15;0;0;0;0;16;1;1;1;0;0;2014
55;SP;Ribeirão Preto;Fisioterapia;"""0915F01""";09;Saúde e bem-estar;091;Saúde;0915;Promoção, prevenção, terapia e reabilitação;39;29;10;0;35;2;0;0;0;0;32;2;1;4;0;0;38;32;6;0;23;13;1;1;0;0;30;0;2;1;0;0;2014
55;SP;Ribeirão Preto;Fonoaudiologia;"""0915F02""";09;Saúde e bem-estar;091;Saúde;0915;Promoção, prevenção, terapia e reabilitação;30;28;2;0;30;0;0;0;0;0;20;2;0;8;0;0;31;30;1;0;26;5;0;0;0;0;26;2;3;0;0;0;2014
55;SP;Ribeirão Preto;Física médica;"""0533F03""";05;Ciências naturais, matemática e estatística;053;Ciências físicas;0533;Física;44;14;30;0;36;2;1;2;0;1;33;0;3;6;0;0;21;10;11;0;12;7;0;1;0;0;16;0;4;0;0;0;2014
55;SP;Ribeirão Preto;Programas interdisciplinares abrangendo computação e Tecnologias da Informação e Comunicação (TIC);"""0688P01""";06;Computação e Tecnologias da Informação e Comunicação (TIC);068;Programas interdisciplinares abrangendo computação e Tecnologias da Informação e Comunicação (TIC);0688;Programas interdisciplinares abrangendo computação e Tecnologias da Informação e Comunicação (TIC);37;14;23;0;32;2;1;1;0;0;21;3;4;8;0;1;13;3;10;0;3;10;0;0;0;0;10;0;1;2;0;0;2014
55;SP;Ribeirão Preto;Matemática aplicada e computacional;"""0541M02""";05;Ciências naturais, matemática e estatística;054;Matemática e estatística;0541;Matemática;44;17;27;0;41;2;0;0;1;0;36;0;0;4;0;0;35;21;14;0;21;13;0;0;0;0;24;3;6;2;0;1;2014
55;SP;Ribeirão Preto;Medicina;"""0912M01""";09;Saúde e bem-estar;091;Saúde;0912;Medicina;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;21;4;17;0;2;16;1;0;0;0;10;0;4;1;1;0;2014
55;SP;Ribeirão Preto;Música;"""0215M01""";02;Artes e humanidades;021;Artes;0215;Música e artes cênicas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;1;1;0;0;0;1;0;1;0;0;0;2014
55;SP;Ribeirão Preto;Música;"""0215M01""";02;Artes e humanidades;021;Artes;0215;Música e artes cênicas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;2;7;0;2;5;1;0;0;0;7;0;0;0;0;0;2014
55;SP;Ribeirão Preto;Nutrição;"""0915N01""";09;Saúde e bem-estar;091;Saúde;0915;Promoção, prevenção, terapia e reabilitação;30;26;4;0;30;0;0;0;0;0;27;0;0;2;0;0;34;32;2;0;16;17;0;1;0;0;28;0;2;3;0;0;2014
55;SP;Ribeirão Preto;Odontologia;"""0911O01""";09;Saúde e bem-estar;091;Saúde;0911;Odontologia;79;55;24;0;78;1;0;0;0;0;69;2;2;5;0;0;68;50;18;0;55;12;1;0;0;0;61;1;1;5;0;0;2014
55;SP;Ribeirão Preto;Pedagogia;"""0113P01""";01;Educação;011;Educação;0113;Formação de professores sem áreas específicas;45;33;12;0;36;3;1;0;0;0;26;4;4;5;0;1;31;27;4;0;23;3;1;1;0;0;24;2;1;0;0;0;2014
55;SP;Ribeirão Preto;Psicologia;"""0313P01""";03;Ciências sociais, comunicação e informação;031;Ciências sociais e comportamentais;0313;Psicologia;41;31;10;1;37;3;0;0;0;0;31;1;2;4;0;0;32;25;7;0;22;9;0;0;0;0;27;0;2;1;0;0;2014
55;SP;Ribeirão Preto;Psicologia formação de professor;"""0114P01""";01;Educação;011;Educação;0114;Formação de professores em áreas específicas (exceto Letras);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;2014
55;SP;Ribeirão Preto;Psicologia;"""0313P01""";03;Ciências sociais, comunicação e informação;031;Ciências sociais e comportamentais;0313;Psicologia;3;3;0;0;1;2;0;0;0;0;1;0;0;0;0;0;38;31;7;0;22;15;0;0;0;0;31;0;4;1;0;0;2014
55;SP;Ribeirão Preto;Química formação de professor;"""0114Q01""";01;Educação;011;Educação;0114;Formação de professores em áreas específicas (exceto Letras);42;26;16;0;32;8;0;1;0;0;25;2;0;13;0;0;20;13;7;0;5;12;1;0;0;0;11;0;2;0;0;0;2014
55;SP;Ribeirão Preto;Química;"""0531Q01""";05;Ciências naturais, matemática e estatística;053;Ciências físicas;0531;Química;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;6;13;0;13;6;0;0;0;0;16;1;2;0;0;0;2014
55;SP;Ribeirão Preto;Química;"""0531Q01""";05;Ciências naturais, matemática e estatística;053;Ciências físicas;0531;Química;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;8;8;0;13;3;0;0;0;0;14;0;2;0;0;0;2014
55;SP;Ribeirão Preto;Química industrial e tecnológica;"""0531Q02""";05;Ciências naturais, matemática e estatística;053;Ciências físicas;0531;Química;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;8;4;0;8;4;0;0;0;0;11;0;1;0;0;0;2014
55;SP;Ribeirão Preto;Terapia ocupacional;"""0915T01""";09;Saúde e bem-estar;091;Saúde;0915;Promoção, prevenção, terapia e reabilitação;20;18;2;0;19;0;1;0;0;0;16;2;1;1;0;0;16;15;1;0;11;5;0;0;0;0;12;2;1;0;0;0;2014
55;SP;São Carlos;ABI Ciências naturais, matemática e estatística;"""0011A05""";00;Programas básicos;001;Programas básicos;0011;Programas básicos;51;17;34;0;39;7;2;0;0;0;31;3;4;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2014
55;SP;São Carlos;ABI Engenharia, produção e construção;"""0011A07""";00;Programas básicos;001;Programas básicos;0011;Programas básicos;51;6;45;2;49;0;0;0;0;0;39;0;4;6;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2014
55;SP;São Carlos;ABI Ciências naturais, matemática e estatística;"""0011A05""";00;Programas básicos;001;Programas básicos;0011;Programas básicos;50;11;39;0;47;2;1;0;0;0;37;0;3;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2014
55;SP;São Carlos;ABI Ciências naturais, matemática e estatística;"""0011A05""";00;Programas básicos;001;Programas básicos;0011;Programas básicos;33;9;24;0;28;1;0;0;0;0;22;1;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2014
55;SP;São Carlos;ABI Ciências naturais, matemática e estatística;"""0011A05""";00;Programas básicos;001;Programas básicos;0011;Programas básicos;55;25;30;0;54;1;0;0;0;0;47;3;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2014
55;SP;São Carlos;Arquitetura e urbanismo;"""0731A02""";07;Engenharia, produção e construção;073;Arquitetura e construção;0731;Arquitetura e planejamento urbano;46;36;10;0;45;1;0;0;0;0;41;0;2;2;0;0;31;25;6;0;21;10;0;0;0;0;25;0;3;1;0;2;2014
55;SP;São Carlos;Ciência da computação;"""0614C01""";06;Computação e Tecnologias da Informação e Comunicação (TIC);061;Computação e Tecnologias da Informação e Comunicação (TIC);0614;Ciência da computação;116;8;108;0;109;4;1;0;1;0;84;5;8;8;0;0;79;5;74;0;43;35;0;0;0;0;54;1;5;7;0;1;2014
55;SP;São Carlos;Física formação de professor;"""0114F02""";01;Educação;011;Educação;0114;Formação de professores em áreas específicas (exceto Letras);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;4;2;0;2;4;0;0;0;0;3;0;0;0;0;0;2014
55;SP;São Carlos;Matemática formação de professor;"""0114M01""";01;Educação;011;Educação;0114;Formação de professores em áreas específicas (exceto Letras);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;3;0;2;1;0;0;0;0;3;0;0;0;1;0;2014
55;SP;São Carlos;Química formação de professor;"""0114Q01""";01;Educação;011;Educação;0114;Formação de professores em áreas específicas (exceto Letras);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;9;3;0;3;9;0;0;0;0;8;0;1;0;0;0;2014
55;SP;São Carlos;Física aplicada;"""0533F02""";05;Ciências naturais, matemática e estatística;053;Ciências físicas;0533;Física;40;20;20;1;37;2;0;0;0;0;25;1;4;8;0;2;12;3;9;0;10;2;0;0;0;0;9;0;0;1;0;0;2014
55;SP;São Carlos;Engenharia aeronáutica;"""0716E02""";07;Engenharia, produção e construção;071;Engenharia e profissões correlatas;0716;Veículos a motor, construção naval, aeronáutica, ferroviária e metroviária;41;6;35;0;41;0;0;0;0;0;36;0;0;4;0;1;32;2;30;0;23;8;0;0;0;0;24;0;5;2;0;0;2014
55;SP;São Carlos;Engenharia ambiental;"""0712E01""";07;Engenharia, produção e construção;071;Engenharia e profissões correlatas;0712;Tecnologia de proteção ambiental;45;24;21;0;44;1;0;0;0;0;38;0;3;2;0;2;49;22;27;0;28;20;0;0;0;0;41;0;1;1;0;0;2014
55;SP;São Carlos;Engenharia civil;"""0732E01""";07;Engenharia, produção e construção;073;Arquitetura e construção;0732;Engenharia civil e construção;61;9;52;0;59;1;0;1;0;0;49;0;2;9;0;1;53;21;32;0;33;20;0;0;0;0;40;0;5;3;0;1;2014
55;SP;São Carlos;Engenharia de computação (DCN Engenharia);"""0714E04""";07;Engenharia, produção e construção;071;Engenharia e profissões correlatas;0714;Eletrônica e automação;69;8;61;0;67;1;0;0;1;0;49;1;5;5;0;0;34;3;31;0;20;11;0;0;0;0;21;0;3;2;0;1;2014
55;SP;São Carlos;Engenharia de materiais;"""0722E01""";07;Engenharia, produção e construção;072;Produção e processamento;0722;Materiais;51;14;37;0;49;2;0;0;0;0;42;2;2;3;0;0;8;2;6;0;8;0;0;0;0;0;7;0;0;1;0;0;2014
55;SP;São Carlos;Engenharia de produção;"""0725E02""";07;Engenharia, produção e construção;072;Produção e processamento;0725;Produção e processos de fabricação;50;12;38;0;49;1;0;0;0;0;44;1;1;2;0;1;32;9;23;0;22;10;0;0;0;0;30;0;0;0;0;0;2014
55;SP;São Carlos;Engenharia elétrica;"""0713E05""";07;Engenharia, produção e construção;071;Engenharia e profissões correlatas;0713;Eletricidade e energia;60;11;49;0;59;1;0;0;0;0;47;0;4;7;0;1;43;6;37;0;23;20;0;0;0;0;25;1;5;4;0;0;2014
55;SP;São Carlos;Engenharia elétrica;"""0713E05""";07;Engenharia, produção e construção;071;Engenharia e profissões correlatas;0713;Eletricidade e energia;51;4;47;1;48;1;0;0;0;0;41;1;4;5;0;1;33;4;29;0;17;15;0;0;0;0;21;0;2;0;0;0;2014
55;SP;São Carlos;Engenharia mecatrônica;"""0714E09""";07;Engenharia, produção e construção;071;Engenharia e profissões correlatas;0714;Eletrônica e automação;50;2;48;0;49;1;0;0;0;0;37;1;3;8;0;1;40;3;37;0;23;16;0;0;0;0;32;1;0;1;0;3;2014
55;SP;São Carlos;Engenharia mecânica;"""0715E02""";07;Engenharia, produção e construção;071;Engenharia e profissões correlatas;0715;Engenharia mecânica e metalurgia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1;5;0;3;3;0;0;0;0;5;0;1;0;0;0;2014
55;SP;São Carlos;Engenharia mecânica;"""0715E02""";07;Engenharia, produção e construção;071;Engenharia e profissões correlatas;0715;Engenharia mecânica e metalurgia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;3;28;0;18;13;0;0;0;0;21;0;2;2;0;0;2014
55;SP;São Carlos;Engenharia mecânica;"""0715E02""";07;Engenharia, produção e construção;071;Engenharia e profissões correlatas;0715;Engenharia mecânica e metalurgia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;2;1;0;0;0;0;2;0;0;0;0;0;2014
55;SP;São Carlos;Estatística;"""0542E01""";05;Ciências naturais, matemática e estatística;054;Matemática e estatística;0542;Estatística;50;12;38;1;38;8;1;1;0;0;33;3;2;8;0;0;10;5;5;0;4;4;2;0;0;0;6;1;2;1;0;1;2014
55;SP;São Carlos;Física;"""0533F01""";05;Ciências naturais, matemática e estatística;053;Ciências físicas;0533;Física;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;13;0;12;1;0;0;0;0;11;0;1;0;0;0;2014
55;SP;São Carlos;Física;"""0533F01""";05;Ciências naturais, matemática e estatística;053;Ciências físicas;0533;Física;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;1;1;0;0;0;0;1;0;0;0;0;0;2014
55;SP;São Carlos;Física aplicada;"""0533F02""";05;Ciências naturais, matemática e estatística;053;Ciências físicas;0533;Física;38;4;34;0;37;1;0;0;0;0;34;0;0;4;0;0;6;3;3;0;3;3;0;0;0;0;2;0;2;0;0;0;2014
55;SP;São Carlos;Matemática formação de professor;"""0114M01""";01;Educação;011;Educação;0114;Formação de professores em áreas específicas (exceto Letras);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;4;4;0;5;2;0;0;0;0;5;0;0;1;0;0;2014
55;SP;São Carlos;Matemática;"""0541M01""";05;Ciências naturais, matemática e estatística;054;Matemática e estatística;0541;Matemática;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;4;7;0;11;0;0;0;0;0;9;0;2;0;0;0;2014
55;SP;São Carlos;Matemática aplicada e computacional;"""0541M02""";05;Ciências naturais, matemática e estatística;054;Matemática e estatística;0541;Matemática;28;10;18;0;25;1;0;0;0;0;23;0;4;1;0;0;4;1;3;0;1;3;0;0;0;0;3;0;1;0;0;0;2014
55;SP;São Carlos;Química industrial e tecnológica;"""0531Q02""";05;Ciências naturais, matemática e estatística;053;Ciências físicas;0531;Química;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;11;4;0;11;3;0;0;0;0;9;0;0;0;0;0;2014
55;SP;São Carlos;Química industrial e tecnológica;"""0531Q02""";05;Ciências naturais, matemática e estatística;053;Ciências físicas;0531;Química;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;5;3;0;3;5;0;0;0;0;5;0;1;1;0;0;2014
55;SP;São Carlos;Química industrial e tecnológica;"""0531Q02""";05;Ciências naturais, matemática e estatística;053;Ciências físicas;0531;Química;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;7;11;0;11;7;0;0;0;0;12;0;3;1;0;0;2014
55;SP;São Carlos;Química;"""0531Q01""";05;Ciências naturais, matemática e estatística;053;Ciências físicas;0531;Química;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;6;3;0;7;2;0;0;0;0;8;0;0;0;0;0;2014
55;SP;São Carlos;Química industrial e tecnológica;"""0531Q02""";05;Ciências naturais, matemática e estatística;053;Ciências físicas;0531;Química;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;8;3;0;8;3;0;0;0;0;7;1;1;2;0;0;2014
55;SP;São Carlos;Sistemas de informação;"""0615S02""";06;Computação e Tecnologias da Informação e Comunicação (TIC);061;Computação e Tecnologias da Informação e Comunicação (TIC);0615;Gestão e desenvolvimento de sistemas de informação;47;3;44;0;38;5;2;1;0;0;32;0;3;2;0;0;26;3;23;0;7;18;1;0;0;0;16;0;1;1;0;0;2014
55;SP;São Paulo;ABI Artes e humanidades;"""0011A02""";00;Programas básicos;001;Programas básicos;0011;Programas básicos;15;7;8;0;13;2;0;0;0;0;7;3;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2014
55;SP;São Paulo;ABI Artes e humanidades;"""0011A02""";00;Programas básicos;001;Programas básicos;0011;Programas básicos;30;17;13;0;24;3;2;0;0;0;24;2;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2014
55;SP;São Paulo;ABI Ciências naturais, matemática e estatística;"""0011A05""";00;Programas básicos;001;Programas básicos;0011;Programas básicos;59;31;28;0;53;4;0;0;0;0;46;1;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2014
55;SP;São Paulo;ABI Ciências naturais, matemática e estatística;"""0011A05""";00;Programas básicos;001;Programas básicos;0011;Programas básicos;60;34;26;0;57;3;0;0;0;0;44;0;4;9;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2014
55;SP;São Paulo;ABI Saúde e bem-estar;"""0011A09""";00;Programas básicos;001;Programas básicos;0011;Programas básicos;105;37;68;1;84;8;1;2;0;0;76;5;4;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2014
55;SP;São Paulo;ABI Engenharia, produção e construção;"""0011A07""";00;Programas básicos;001;Programas básicos;0011;Programas básicos;440;92;348;6;418;14;1;1;0;0;323;2;57;35;2;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2014
55;SP;São Paulo;ABI Ciências naturais, matemática e estatística;"""0011A05""";00;Programas básicos;001;Programas básicos;0011;Programas básicos;182;32;150;2;136;18;4;8;3;0;137;5;9;12;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2014
55;SP;São Paulo;ABI Artes e humanidades;"""0011A02""";00;Programas básicos;001;Programas básicos;0011;Programas básicos;837;493;344;3;552;131;31;35;14;3;556;36;56;144;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2014
55;SP;São Paulo;ABI Ciências naturais, matemática e estatística;"""0011A05""";00;Programas básicos;001;Programas básicos;0011;Programas básicos;26;11;15;0;16;6;0;1;1;0;16;1;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2014
55;SP;São Paulo;ABI Ciências naturais, matemática e estatística;"""0011A05""";00;Programas básicos;001;Programas básicos;0011;Programas básicos;71;9;62;0;30;28;3;1;2;0;40;5;3;13;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2014
55;SP;São Paulo;ABI Artes e humanidades;"""0011A02""";00;Programas básicos;001;Programas básicos;0011;Programas básicos;37;11;26;0;31;5;1;0;0;0;24;4;2;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2014
55;SP;São Paulo;ABI Ciências naturais, matemática e estatística;"""0011A05""";00;Programas básicos;001;Programas básicos;0011;Programas básicos;120;46;74;1;113;2;2;0;0;0;81;7;8;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2014
55;SP;São Paulo;Administração;"""0413A01""";04;Negócios, administração e direito;041;Negócios e administração;0413;Gestão e administração;223;85;138;2;197;19;1;1;0;0;161;1;23;18;0;3;242;91;151;0;146;86;0;1;0;0;168;4;18;34;1;4;2014
55;SP;São Paulo;Administração;"""0413A01""";04;Negócios, administração e direito;041;Negócios e administração;0413;Gestão e administração;41;18;23;0;41;0;0;0;0;0;38;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2014
55;SP;São Paulo;Arquitetura e urbanismo;"""0731A02""";07;Engenharia, produção e construção;073;Arquitetura e construção;0731;Arquitetura e planejamento urbano;150;99;51;2;143;3;0;0;0;0;116;1;11;14;1;2;125;78;47;0;40;80;0;0;0;0;87;1;5;11;0;0;2014
55;SP;São Paulo;Artes cênicas;"""0215A01""";02;Artes e humanidades;021;Artes;0215;Música e artes cênicas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2014
55;SP;São Paulo;Artes cênicas;"""0215A01""";02;Artes e humanidades;021;Artes;0215;Música e artes cênicas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;2;0;2;1;1;0;0;0;2;0;1;0;0;0;2014
55;SP;São Paulo;Artes cênicas;"""0215A01""";02;Artes e humanidades;021;Artes;0215;Música e artes cênicas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;3;2;0;2;3;0;0;0;0;4;1;0;0;0;0;2014
55;SP;São Paulo;Artes cênicas;"""0215A01""";02;Artes e humanidades;021;Artes;0215;Música e artes cênicas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;1;0;3;1;0;0;0;0;3;0;1;0;0;0;2014
55;SP;São Paulo;Artes visuais;"""0213A03""";02;Artes e humanidades;021;Artes;0213;Belas artes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;2;0;0;0;0;1;0;1;0;0;0;2014
55;SP;São Paulo;Artes visuais;"""0213A03""";02;Artes e humanidades;021;Artes;0213;Belas artes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;6;6;0;4;7;0;0;0;0;7;0;2;1;0;0;2014
55;SP;São Paulo;Artes visuais;"""0213A03""";02;Artes e humanidades;021;Artes;0213;Belas artes;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;6;3;3;0;3;2;0;1;0;0;3;0;2;0;0;0;2014
55;SP;São Paulo;Artes plásticas;"""0213A02""";02;Artes e humanidades;021;Artes;0213;Belas artes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;2;0;0;0;0;0;0;1;1;0;0;2014
55;SP;São Paulo;Astronomia;"""0533A01""";05;Ciências naturais, matemática e estatística;053;Ciências físicas;0533;Física;17;4;13;1;13;2;0;0;0;0;13;0;0;4;0;0;6;2;4;0;4;0;0;1;0;1;5;0;0;0;0;0;2014
55;SP;São Paulo;Biblioteconomia;"""0322B01""";03;Ciências sociais, comunicação e informação;032;Comunicação e informação;0322;Ciência da informação e museologia;37;27;10;0;19;7;3;2;0;0;21;1;2;8;0;0;22;14;8;0;6;3;1;4;0;0;15;1;4;0;0;0;2014
55;SP;São Paulo;Ciência da computação;"""0614C01""";06;Computação e Tecnologias da Informação e Comunicação (TIC);061;Computação e Tecnologias da Informação e Comunicação (TIC);0614;Ciência da computação;55;5;50;0;51;2;0;0;0;0;33;1;6;7;0;1;14;1;13;0;5;5;2;1;0;0;7;1;3;1;0;0;2014
55;SP;São Paulo;Ciências atuariais;"""0542C01""";05;Ciências naturais, matemática e estatística;054;Matemática e estatística;0542;Estatística;54;16;38;0;43;3;2;1;1;0;38;0;6;4;0;2;32;15;17;0;16;11;2;1;0;0;19;1;3;6;1;1;2014
